url,title,year,text
https://www.bbc.co.uk/news/uk-england-oxfordshire-14247190,Illegal workers found at Oxfordshire and Twickenham restaurants,2011,"Sixteen people have been discovered working illegally at four restaurants.

They were found in Twickenham, west London and Woodstock, Chipping Norton and Henley-on-Thames in Oxfordshire.

Seven were put in detention pending their deportation and eight were granted immigration bail while their cases are processed.

Another had an outstanding application lodged with the Home Office and was not arrested.

The raids took place on Thursday evening at the Jaan in Woodstock, the CafÃ© le Raj, Chipping Norton, the CafÃ© Le Raj in Henley-on-Thames and the Twickenham Tandoori in south west London.

Of those arrested, 13 were Bangladeshi, one was Burmese and one Bhutanese.

The establishments are under joint ownership and face a fine of Â£10,000 for each illegal immigrant.

Terry Gibbs, from the UK Border Agency, said: ""All the restaurants were employing illegal workers so it was certainly a successful evening for us."""
https://www.bbc.co.uk/news/av/uk-northern-ireland-35107966,Pair guilty of employing illegal workers on phone accessory stalls,2015,"Two men who employed illegal workers on their mobile phone accessory stalls have been given suspended sentences.

Shakir Ullah, 35, is a director of Digital Circle Ltd, and Irfan Ali, 32, runs a company called Simply Peach.

In the first such case in Northern Ireland, they both pleaded guilty to five charges of facilitating unlawful entry to the UK."
https://www.bbc.co.uk/news/articles/c7854d3p3wjo,Restaurant's licence removed over illegal workers,2024,"A restaurant has had its licence suspended after three people were found to be working illegally at the venue.

The Home Office visited Kaaizan's in Longsands Parade, St Neots, Cambridgeshire, in June, and found three men working illegally, who were subsequently arrested.

It alerted Huntingdonshire District Council who reviewed the Indian restaurant's licence.

Cambridgeshire Constabulary told the council's licencing committee meeting on Wednesday that it was concerned about possible modern slavery at the establishment.

In a statement to the committee, Det Sgt Chris Acourt said the men were living and working at the restaurant and had no contracts of employment, which he described as a modern slavery ""red flag"".

In his statement he said: ""Based on the report provided it shows that the three individuals highlighted both work and sleep at the restaurant.

""This would be a modern slavery red flag due to the concerns about whether the highlighted individuals had any choice about where they live or if it was a condition of their employment.""

The licensing committee decided to suspend the licence for three months, which is the maximum length of time it could order.

The committee's record of decision, which was published shortly after the meeting, said the committee decided to suspend the licence - rather than revoke it - as the business was in the process of being sold.

However, any new owner would have to ensure there were ""robust right-to-work checks"" in the future.

Follow Cambridgeshire news onBBC Sounds,Facebook,external,Instagram,externalandX,external."
https://www.bbc.co.uk/news/av/uk-politics-32823129,Home Secretary Theresa May vows illegal worker crackdown,2015,"Police would be able to seize the wages of illegal workers as proceeds of crime under government plans to be set out in next week's Queen's Speech.

Working illegally in the UK will also become a criminal offence as part of the proposed crackdown.

Speaking  to BBC Breakfast, Home Secretary Theresa May said: ""We want to crack down on those who have no right to be here, but who are here and are working."""
https://www.bbc.co.uk/news/uk-england-somerset-65311650,Posh Spice restaurant in Nailsea loses licence over illegal workers,2023,"A restaurant has been stripped of its licence after it was found to be employing illegal workers.

Three people who had been working illegally at Posh Spice in June 2022 were found to still be at the restaurant during a raid in February.

Immigration Enforcement called for a review of the Nailsea restaurant.

On Monday, North Somerset Council revoked the restaurant's licence to serve alcohol and late-night food.

The licensing subcommittee meeting had earlier been suspended for more than an hour as staff tried to get in touch with immigration officials after they failed to attend.

Jasmine Miah, the daughter of licence holder Golap Miah, said the wait had left her father feeling anxious.

Speaking while waiting for the meeting to resume, she said: ""I don't want any pressure on him, whatever the outcome.""

The meeting resumed with Jonathan Watson of Immigration Enforcement joining by video link.

Mr Watson confirmed that none of the three individuals had the right to work at the restaurant at the time of the February raid, although one had been granted it three weeks later.

Another individual had previously been allowed to work for 20 hours a week as a student, but this had been revoked as he was not enrolled to study.

The other had the right to work in some professions, where there were shortages of workers, but not at a restaurant.

Posh Spice will no longer be able to sell alcohol or serve hot food after 23:00.

Follow BBC West onFacebook,external,Twitter,externalandInstagram,external. Send your story ideas to:bristol@bbc.co.uk,external"
https://www.bbc.co.uk/news/uk-england-surrey-23765353,Illegal workers arrested at Woking restaurant,2013,"Three workers who entered the country illegally have been sent to a detention centre after they were arrested at a restaurant in Surrey.

Two women, aged 19 and 22, and a man, 30, all from Albania, were held after immigration officers raided Bellini Restaurant in Hermitage Road, Woking.

The Home Office said the firm could be fined up to Â£10,000 per worker if it cannot prove the right checks were carried out.

Another man, 33, who did not have the right to work in the UK, was also found at the restaurant.

His case is currently under consideration, the government spokesman said."
https://www.bbc.co.uk/news/business-49710817,Illegal work practices 'far too common' says think tank study,2019,"About one in 20 workers does not get paid holidays, while one in 10 does not get a payslip, according to a report by the Resolution Foundation think tank.

It found workers over the age of 65 are most likely to not have paid holidays, despite a legal entitlement to 28 days a year, or pro-rota for part-timers.

And workers aged 25 and under are twice as likely to be underpaid the minimum wage that any other age group.

The think tank says its findings reveal the extent of illegal labour practices.

Workers in hotels and restaurants miss out out more than others on legal workplace entitlements, the report says.

Meanwhile, those in small firms, employing fewer than 25, are most likely to not get payslips and paid leave, as are workers on zero-hours and temporary contracts, the Resolution Foundation said.

The analysis was published to mark the start of the organisation's three-year investigation into the enforcement of labour market rules and regulations.

Lindsay Judge, senior economic analyst at the Resolution Foundation, said: ""The UK has a multitude of rules to govern its labour market, from maximum hours to minimum pay, but these rules can only become a reality if they are properly enforced.

""Labour market violations remain far too common, with millions of workers missing out on basic entitlements to a payslip, holiday entitlement and the minimum wage.

""Our analysis suggests that, while violations take place across the labour market, the government should also prioritise investigations into sectors like hotels and restaurants, along with firms who make large use of atypical employment contracts, as that's where abuse is most prevalent,"" Ms Judge said.

She welcomed the government's move to strengthen the resources and powers of bodies such as HM Revenue & Customs and the Gangmasters and Labour Abuse Agency.

However, the UK still largely relies on individuals seeking redress through the Employment Tribunal (ET) system. And, she said, many of the individuals in most need of help to challenge illegal practices are those least likely to use ETs.

Young people are disproportionately subjected to unlawful working practises, but make fewer ET applications than any other age group.

In contrast, managerial staff are least likely to be subject to labour market abuse, but are among the most likely to be make tribunal claims.

The Department for Business, Energy and Industrial Strategy said it is committed to enforcing workplace regulations and tackling firms that break the rules, and is consulting on bringing agencies together under its proposed Single Enforcement Body.

""We are extending state enforcement to cover holiday pay for vulnerable workers, as part of the largest upgrade to workers' rights in a generation,"" said a spokesman.

However, Shadow business minister Laura Pidcock said she recognised many people worked in illegal conditions, but insisted ""the Tories are on the side of the few, not the many"".

""Behind these statistics are many hours of stressful and exhausting work, people's home lives being made so much harder than they need to be, an unchecked class of bad bosses and legions of workers who feel like they have no choice but to accept illegal poor conditions,"" she said.

Have you not had access to legal paid holiday? Share your experiences by emailinghaveyoursay@bbc.co.uk,external.

Please include a contact number if you are willing to speak to a BBC journalist. You can also contact us in the following ways:

Send pictures/video toyourpics@bbc.co.uk,external

Text an SMS or MMS to61124or+44 7624 800 100

Please read ourterms of useandprivacy policy"
https://www.bbc.co.uk/news/world-africa-40715307,Ethiopia urges illegal workers in Saudi Arabia to come home,2017,"Ethiopia says that only a fraction of its citizens working illegally in Saudi Arabia have returned home before today's amnesty deadline.

In March, the Gulf state said that those without papers would not be arrested if they left within 90 days.

The deadline wasextended by another month, but so far only 60,000 out of an estimated 400,000 Ethiopians have left, the Ethiopian government says.

Ethiopians make up a large portion of the kingdom's undocumented workers.

All those without papers now face imprisonment or forced deportation.

Africa Live: Updates on this and other stories

Ethiopia's Communications Minister Negeri Lencho told the BBC he feared what could now happen to his compatriots who were still in Saudi Arabia, adding they must return ""with a sense of urgency"".

""They will be imprisoned and we don't want our citizens to face unnecessary imprisonment, or suffer any physical harm or humiliation,"" Mr Lencho said.

One of those who returned is 28-year-old domestic worker Nura Ahmed. ""Life was really tough,"" she told the BBC's Emmanuel Igunza just after she arrived in the Ethiopian capital, Addis Ababa.

""Sometimes I was jobless because I did not have the proper documentation, so I had no freedom to move around.

""One can never be at peace there,"" she added.

In 2013, a number of Ethiopians died in clashes with Saudi police as they were being rounded up for deportation.

Saudi Arabia attracts migrant workers from around the world, particularly Africa, and south and south-east Asia.

Saudi authorities estimate that up to one million people are working in the country illegally.

So far, tens of thousands of people of different nationalities have taken advantage of the grace period and have either left or acquired correct papers."
https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-23409115,Eight illegal workers arrested at Livingston restaurant,2013,"A Chinese restaurant in Livingston is facing fines of up to Â£80,000 after eight illegal workers were arrested by immigration officials.

Home Office immigration enforcement officers arrested six men and two women from China after carrying out checks at the China Glen restaurant.

During the operation, three of the workers attempted to flee but were caught by officers.

All eight are being held pending their removal from the UK.

Scotland Police assisted the enforcement officers during the raid.

The restaurant, which is based in the Livingston Designer Outlet, has closed until further notice.

The business has been served with a civil penalty notice for employing the illegal workers.

The restaurant faces a fine of up to Â£10,000 per worker if they are unable to provide evidence that pre-employment checks were carried out.

Adam Scarcliffe, from the Home Office immigration enforcement team, said: ""Illegal working fuels illegal immigration to the UK and that is why we are carrying out operations like these.

""If you are a business you must carry out the correct checks on your staff or you could end up with a heavy fine.""

The UK government has unveiled new measures to toughen civil penalties against businesses which employ illegal migrants, while cutting red tape for legitimate employers.

A six-week consultation,externalhas been launched as part of government plans under the Immigration Bill to make it more difficult for illegal migrants to live and work in the UK."
https://www.bbc.co.uk/news/uk-england-lincolnshire-62826181,Holbeach: Restaurant owner admits employing illegal workers,2022,"An Indian restaurant owner in Lincolnshire has said he employed illegal workers to stay open after the Covid pandemic.

Siddique Faud Rahman, from the Chameli Indian Tandoori restaurant in Holbeach, faced a licensing committee on Tuesday.

Five of his workers were found without the correct permissions during an investigation in April.

The committee said it was not satisfied the premises would not employ illegal staff again and revoked his licence.

When he appeared before South Holland District Council's licensing committee on Tuesday Mr Rahman, denied being involved in ""modern slavery"" but told councillors: ""I'm going to put my hands up, yes, we employed illegal workers.""

He said because of the Covid lockdown his business had struggled to pay overheads and after the furlough scheme a number of his workers had not returned.

""I had to get some staff working, or I would have to close my business down,"" he said.

Mr Rahman added: ""The workers were paid above minimum wage, plus accommodation and food â¦ there was no modern day slavery. They were loved and cared for as my own family.""

The Local Democracy Reporting Servicesaid Mr Rahman told councillors: ""If this license is revoked then we will probably have to close down the business because we cannot survive.""

Sgt Lee Cotton from Lincolnshire Police, told the committee: ""I appreciate the difficulties with the furlough scheme, but responsible businesses do not employ illegal workers.

""They take the necessary steps to employ legal workers.""

Revoking the licence, the committee said the ""calculated risk"" taken by the business meant they ""could not be satisfied the premises would never resort to employing illegal workers again if it faced difficult conditions.""

Councillor Paul Redgate said: ""You keep saying you had no choice, everyone has a choice, you made the decision not to employ legal workers.""

Follow BBC East Yorkshire and Lincolnshire onFacebook,external,Twitter,external, andInstagram,external. Send your story ideas toyorkslincs.news@bbc.co.uk,external."
https://www.bbc.co.uk/news/uk-england-lancashire-24537577,Illegal workers found in freezer at Preston factory,2013,"Three men were arrested after they were found hiding in a freezer during an immigration raid on a poultry factory.

The Home Office Border Force said it was the third time in six years Gafoor Pure Halal in Preston had been raided.

It said two men, one from India, aged 22, and one from Pakistan, 25, were arrested for overstaying their visas.

Another Indian man, 25 was arrested for breaching his visa conditions. The factory in Fletcher Road is under investigation.

A Home Office spokeswoman said illegal workers had been found there in 2008 and 2009."
https://www.bbc.co.uk/news/uk-scotland-highlands-islands-24397541,Illegal workers arrested in Stornoway on Lewis,2013,"Eight illegal workers from Bangladesh have been arrested following Home Office immigration enforcement operations in Stornoway on Lewis.

Four men aged 23, 24, 26 and 33 were found working illegally at Bangla Spice and Istanbul Takeaway in Church Street.

Officers arrested four men aged between 21 and 45 at the Balti House in South Beach.

The operations were carried out on Thursday. The businesses involved could be fined.

All those arrested were transferred to immigration detention pending removal from the country."
https://www.bbc.co.uk/news/uk-england-devon-15726508,Arrests in Devon illegal worker raids,2011,"The UK Border Agency says it has arrested 24 people working illegally in Devon and Cornwall.

The 24 had committed offences including entering the UK illegally, overstaying visas and breaching student visa conditions, said the agency.

All those arrested are now awaiting deportation from the UK.

Owners of the businesses could be fined up to Â£10,000 per illegal worker unless they can prove that right-to-work checks were carried out.

There were arrests at: Naz Indian Cuisine in Teignmouth; Okehampton's Rajpoot; Rickshaw Boy in Paignton; Simla Spice, Torquay; Moghul Brasserie in Barnstaple; Spice Bazaar in Bovey Tracey; American Nails, Barnstaple; Ilfracombe's Emperor's Court; and Food4U in Plymouth.

Three people were also arrested at the New Rodney, in Saltash."
https://www.bbc.co.uk/news/uk-england-london-11927998,'Illegal workers' held at Frankie Dettori's restaurants,2010,"Seven men have been arrested on suspicion of working illegally at two restaurants which are part-owned by jockey Frankie Dettori.

Officers from the UK Border Agency raided the Knightsbridge branch of Frankie's on 25 November and the branch in Chiswick on Friday.

The men are suspected of using counterfeit documents to get work.

The Frankie's chain was created by Mr Dettori and the celebrity chef Marco Pierre White.

No-one from the firm - which also has branches in Stamford Bridge, Dublin and Dubai - was available to comment.

The UK Border Agency said it had raided the restaurants after receiving a tip off.

Immigration officials arrested two Ecuadorians and one Albanian during the raid at the Knightsbridge branch in Yeoman's Row in November.

Three Brazilians and one Algerian were arrested in the second raid at Frankie's Braganza in Chiswick High Road.

If it is proven that they were working illegally they face deportation.

Employers face a Â£10,000 fine per illegal worker if they are unable to prove they carried out legal checks."
https://www.bbc.co.uk/news/10515357,The tax-paying illegal workers living in London,2010,"In his small two-bedroom flat, Felipe looks through a carefully filed thick pile of payslips.

They show he has been making regular tax and national insurance contributions and have been issued by a large well-known company, where he has been working for six years. Yet Felipe is an illegal immigrant with no right to work in the United Kingdom.

Professor Ian Gordon, the co-author of a report on the issue of illegal working, says that he thinks Felipe's story is far from unusual.

Prof Gordon, of the London School of Economics, told File on 4 that ""probably two-thirds"" of illegal workers are paying ""some kind of taxes and national insurance"".

""I don't think that it's the case that the great majority of irregular migrants live in and work in some entirely cut-off economy,"" he adds.

""I think that most of them are on the margins to start with and then well inside the margins of the mainstream economy with some kind of paperwork to support them.""

Some estimate that Felipe is one of about 200,000 illegal workers in London, although there could be more than that.

The UK Border Agency,externalin the South East carries out regular raids on employers. In the last financial year in the region, there were 22,714 immigration removals.

Back in his flat, Felipe produces his P60 - his annual tax statement. It shows he paid about Â£750 in national insurance over the course of a year.

Felipe, who is from Colombia and has been living in the UK illegally for nine years, claims he bought his national insurance number from a fraudster.

""I just use it as anyone else as anyone else would use his national insurance. I just hand it to my boss and fill out the forms and that's it,"" he says.

He adds: ""I see it [paying tax and national insurance] as a kind of payback for me being here. And I don't mind - and I prefer that - as long as I can work I am happy.

""The reason for me being here is not just because I want to become rich or because I want to come and take your jobs.

""I'm doing the job that most English people wouldn't do. I think I have never seen an English person cleaning a toilet.""

With tears in his eyes, he says he is doing it for his two young children and regularly sends money back to them in Colombia.

""I don't want to harm anyoneâ¦. It's hard to be judged as a criminal when all you are doing is what you think is best for your family. What I'm doing cleaning toilets - is that a crime?""

For Andrew Large, chief executive of the Cleaning and Support Services Association which represents contract cleaning companies, this is a familiar story.

""This is a problem that my members have come across on a number of occasions. It seems quite clearly that people are able to use national insurance numbers to which they have no right,"" he says.

""They may be legitimate national insurance numbers that have been misappropriated or alternatively, they may be wholly fictitious.""

Mr Large says the government needs to take responsibility.

""From our perspective, it would seem that inside Her Majesty's Revenue and Customsâ¦ there doesn't seem to be an effective process for handling any anomalies with regard to the number and the name which might emerge as part of this process. They certainly do not appear to be communicating with the UK Border Agency.""

A government statement said it was committed to stopping illegal working but added: ""It is an employer's responsibility to ensure they check their employee's paperwork to ensure they have the right to work in the UK.

""If they can't provide this proof, they will be liable for a fine of up to Â£10,000 per illegal worker.

""All government departments are working together to clamp down on illegal workers and the companies that employ them.""

File on 4 is broadcast on BBC Radio 4 on Tuesday, 6 July 2010, at 2000 BST, repeated Sunday, 11 July, at 1700 BST.  You can listen viaBBC iPlayeror download thepodcast."
https://www.bbc.co.uk/news/uk-england-shropshire-10896936,Illegal workers caught after raid in Ironbridge,2010,"Five Chinese nationals have been caught working illegally after a raid on a Thai restaurant in Shropshire, the UK Border Agency said.

Officers visited the Siam Cottage, Tontine Hill, Ironbridge, on Wednesday.

Of the six staff on site, only one was entitled to work, the agency said.

Siam Cottage was warned it may be fined up to Â£50,000, unless bosses can prove they carried out the correct right-to-work checks on their employees.

The agency said one worker was a known immigration offender who was arrested and detained while it takes steps to remove him from the UK.

The remaining four illegal workers were granted immigration bail and will have to regularly report to a UK Border Agency office or police station."
https://www.bbc.co.uk/news/10490444,Raid uncovers six illegal workers in Loughborough,2010,"Border Agency officials have uncovered six illegal workers during raids in a Leicestershire town.

Acting on intelligence, the agency visited five businesses in Warwick Way and Nottingham Road in Loughborough.

One Iranian, three Bangladeshis, two Chinese nationals were found to be working with no right to employment in the UK.

The businesses were issued with on-the-spot penalties and may now face a fine of up to Â£10,000 per illegal worker.

The firms will have the chance to prove whether they carried out the necessary right-to-work checks, the agency said.

Companies who fail to carry out the required checks face fines of up to Â£10,000 per worker.

Phil Dyer, UK Border Agency East Midlands assistant director, said: ""Illegal working is unfair on honest employers who recruit staff with the right to work in the UK and who pay them a proper salary.

""Bosses that don't play by the rules will get struck off our register, lose the right to recruit staff from outside Europe, face on-the-spot fines and could potentially end up in jail.

""There are strict rules about which foreign nationals can get a job in the UK and businesses have a clear responsibility to carry out the right checks."""
https://www.bbc.co.uk/news/uk-scotland-glasgow-west-41173909,Still Game dentures expert fined for illegal work,2017,"A dentures shop owner who made false teeth worn by the Still Game character Methadone Mick has been fined Â£1,800 for illegal dentistry work.

After a trial at Glasgow Sheriff Court, John Nicol, 73, from Johnstone, was convicted of practising as an unregistered dentist in March 2015.

Outside court, Nicol said people came to his firm, Speedy Dentures, after ""terrible treatment from dentists"".

He said: ""It's a medal I should be getting.""

Nicol, who was registered with the General Dental Council until 2011, was caught after a private investigator arranged for a woman to carry out detective work.

In evidence Lyndsay Grant, 46, said she was to find out if dentistry work was taking place on the premises and ""if there was any fingers being inserted in to the mouth - wet work"".

She told procurator fiscal depute Mhairi Alexander she had taken her mum, who had a problem with her plate, to see Nicol - who had offered to make a new plate or to fix the current one.

Mr Grant said: ""He was keen to, in his words 'impression her up'.""

He went away to do what she thought was prepare to make impressions.

Before any ""wet work"" could take place, the women left.

Defence lawyer Gillian Barsanti had argued there was an ""absence of vital evidence"".

Sheriff Barry Divers convicted Nicol of breaching the Dentist Act 1984 by holding himself out to be a dentist while not registered as a dentist or dental care professional.

Speaking outside court Nicol said: ""It's unfair. It's a private transaction between people who choose to come to me because they've had terrible treatment from dentists.

""I don't advertise as being a dentist and some dentists even refer people to me.

""I have customers from all over the world and have had repeat business from people since 1973.""

Nicol has made false teeth for various TV show characters over the years, including Bob and Alan, electrical salesmen in the BBC show Chewin' the Fat."
https://www.bbc.co.uk/news/10293846,Officers find illegal workers at Norwich newsagents,2010,"Three members of staff at a Norwich newsagents have been arrested and the shop forced to close after a visit by UK Border Agency officers.

A tip off led to the raid on St Johns News in St Johns Close on Tuesday afternoon, the agency said.

Checks revealed two members of staff, plus a newspaper delivery person just returned from his rounds, were all in the UK illegally.

Three men, aged 35, 45 and 46, all from Sri Lanka had overstayed their visas.

A 27-year-old failed asylum seeker from India was found in accommodation above the shop.

All four have been placed in UK Border Agency detention while arrangements are made for their removal from the UK."
https://www.bbc.co.uk/news/uk-england-oxfordshire-14664193,Illegal workers in Henley-on-Thames arrested in raids,2011,"Two illegal workers have been arrested following raids on businesses at Henley-on-Thames in Oxfordshire.

On 23 August officers from the UK Border Agency (UKBA) visited Henley Nails and Brows and Loch Fyne, both on the Market Place in the town.

At Henley Nails and Brows, a 20-year-old Vietnamese man was arrested for entering the UK illegally.

While at Loch Fyne, a Brazilian man, 21, using counterfeit Portuguese identity documents was arrested.

The UKBA said Henley Nails and Brows could now face a fine of up to Â£10,000 unless it could prove the correct right-to-work checks were carried out on the man.

Henley Nails and Brows declined to comment.

A spokesman for the Loch Fyne resturant said: ""We were able to present the UKBA with copies of all the documents we are required to have on file to prove our employees right to work in the UK.

""Despite all our best efforts one of these documents has been revealed by the UKBA as an extremely convincing forgery.

""We will continue to work with the UKBA and seek their advice to prevent something like this happening again.""

Both individuals are now in detention pending their deportation."
https://www.bbc.co.uk/news/uk-england-hereford-worcester-14544448,'Illegal workers' caught in Droitwich after raid,2011,"Two men from Bangladesh have been found working illegally in Droitwich, according to the UK Border Agency.

Officers from the immigration team for West Mercia and Warwickshire caught the men during a raid at a restaurant in the town.

They found a 35-year-old who had entered the UK illegally and a 22-year-old who had overstayed his visa.

The restaurant faces a fine of up to Â£20,000 unless it can prove the correct pre-employment checks were carried out.

Officers from the UK Border Agency said they were working to remove both men from the country.

Immigration Officer Nam Kalsi said: ""Those who use and exploit illegal workers face severe financial penalties, over and above the loss of business and negative publicity that enforcement visits like this cause."""
https://www.bbc.co.uk/news/uk-england-gloucestershire-15075306,Illegal workers found at Gloucester Chopsticks takeaway,2011,"Three illegal workers have been found working in a Gloucestershire takeaway, the UK Border Agency has said.

Acting on public information officers visited Chopsticks on High Street in Gloucester to check the immigration status of staff.

A Chinese man, 49, and woman, 21, were found to have entered the UK illegally. A man, 25, was found to be a failed asylum seeker who had not left the UK.

All three are on immigration bail while they are removed from the UK.

Money worth more than Â£7,000 was seized from the premises while further investigations are conducted.

Chopsticks now faces a civil penalty for employing the illegal workers and could be fined up to Â£30,000 unless it can be proved that right-to-work checks were made before the staff were taken on."
https://www.bbc.co.uk/news/uk-northern-ireland-foyle-west-19300793,Illegal worker found at Ballykelly takeaway,2012,"A County Londonderry restaurant faces a potential fine of up to Â£10,000 after a man was found to be working there illegally.

The UK Border Agency officers visited the Kebab Hut takeaway on Shackleton Drive, Ballykelly, on Thursday.

There they arrested a 30-year-old Pakistani man after checks showed he had overstayed his visa.

The restaurant faces the fine unless it can prove it carried out proper pre-employment checks.

The border agency said the man had been taken to an immigration detention centre in Larne, while steps are taken to remove him from the UK.

Mike Golden of the UK Border Agency said: ""Foreign nationals who are in this country illegally should be in no doubt that they will be found, arrested and removed from the UK."""
https://www.bbc.co.uk/news/10369052,Illegal workers employed by Cornwall takeaway,2010,"All four staff at a Falmouth takeaway have been arrested by Border Agency officers investigating illegal workers.

Three men arrested at the Mayflower takeaway restaurant on 17 June were all failed asylum seekers. A Malaysian woman had entered the UK illegally.

A fifth person, a Chinese man who was on the premises but not working, was also a failed asylum seeker.

They remain in detention at Camborne Police Station while steps are being taken to remove them from the UK.

The owners of the Mayflower takeaway face a fine of up to Â£40,000 for employing illegal workers."
https://www.bbc.co.uk/news/10243276,Illegal workers found in Nottingham nail bar,2010,"Three failed asylum seekers have been caught working illegally at a nail bar in Nottingham by UK border officials.

The UK Border Agency said it visited New York Nails in Upper Parliament Street after a tip-off.

Three Vietnamese nationals were found to be working with no right to employment in the UK.

Two women, aged 22 and 47, and a man aged 21 were released on immigration bail while the agency takes steps to remove them from the country.

The business was issued with an on-the-spot penalty notice for employing illegal workers and may now face a fine of up to Â£30,000.

The company will have the chance to prove whether it carried out the necessary right-to-work checks.

Companies who fail to carry out the required checks face fines of up to Â£10,000 per worker.

Phil Dyer, UK Border Agency East Midlands assistant director, said: ""Those who employ foreign nationals who do not have the right to work in the UK will be visited and have enforcement action taken.

""Anyone in Nottinghamshire who takes on a foreign national without permission to work is breaking the law and undermining law-abiding businesses.

""Rogue employers should be warned that they face heavy fines and could end up in jail."""
https://www.bbc.co.uk/news/uk-england-cornwall-15480739,St Austell illegal workers to be deported,2011,"Four illegal immigrants found working in two Cornish restaurants will be deported, officials have said.

A Pakistani man and three Chinese people were discovered working in two St Austell restaurants following raids by the UK Border Agency.

The Pakistani man was found to have entered the UK illegally after a raid at a restaurant in Grants Walk.

Two men, aged 52 and 33, and a woman, 21, from China, were found working illegally at a restaurant in Roche.

Officers found the 52-year-old man had breached the conditions of his visa and the 33-year-old was a failed asylum seeker.

The 21-year-old was found to have entered the UK illegally.

All four were arrested and are awaiting deportation."
https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-38084165,Illegal worker arrests at Queensferry Crossing site,2016,"Seven people working on the Queensferry Crossing have been arrested on suspicion of working illegally after an investigation by the Home Office.

The workers were not directly employed by the Forth Crossing Bridge Constructors, but had been hired via a sub-contractor.

The raid took place on Monday. The workers are due to appear before Dunfermline Sheriff Court.

Bridge officials said the project contractor had co-operated fully.

Scotland's Economy Secretary Keith Brown has written to the Home Office to seek reassurance over the measures used to address the issue of illegal foreign workers.

Mr Brown said: ""It's important that the construction industry can responsibly provide the correct resource to support the delivery of our pipeline of infrastructure projects.

""Across our projects contractors have assured us that they carry out all business and operations in such a manner as to fully comply with and meet all legislative requirements, including all relevant employment laws.

""As such, it is standard policy to carry out checks to ensure that all direct employees and staff have the necessary and valid credentials as is required for them to be legitimately employed prior to their appointment. We have also received assurance that it is also a requirement that second tier subcontractors also meet these obligations.""

More than 10,000 people have worked on the bridge construction site since work was started in 2011.

Responding to news of the arrests, the union UCATT said the incident was just one example of wider workplace abuses on the site.

Steve Dillon, regional secretary of UCATT Scotland, said: ""This flagship project is now operating like the wild West. Without a union convenor the site has no sheriff and this is inevitably going to increase the exploitation and mistreatment of workers."""
https://www.bbc.co.uk/news/uk-england-manchester-12164882,Illegal workers arrested at Greater Manchester takeaways,2011,"Four illegal workers have been arrested in raids on two takeaways in Greater Manchester by the UK Border Agency.

Officers targeted Kakon Indian Takeaway on Ashton Lane in Sale and Zain's Krispy Chicken on Wilmslow Road, Manchester, on Saturday.

Two Bangladeshi men were arrested at Kakon for breaching visa conditions and working illegally in the UK.

Two Pakistani men were arrested at Zain's for overstaying, breaching visa conditions and working illegally.

The Border Agency said the men had no right to be employed in the UK.

Two of them remain in detention and two were ordered to report to the local enforcement office whilst preparations are made for all four to be removed from the country.

Both businesses were handed civil penalty notices for employing illegal workers.

If the employers are unable to prove they conducted the correct pre-employment checks on staff they may be liable for a fine of up to Â£10,000 per worker.

Eddy Montgomery, operations director of the UK Border Agency in the North West, said: ""This is the latest in a series of operations we've carried out to tackle immigration crime in Manchester, and more are planned.

""Illegal working has a serious impact on communities, taking jobs from those who are genuinely allowed to work. Businesses which operate outside the law should be warned that they will be found and they will be punished."""
https://www.bbc.co.uk/news/uk-northern-ireland-15297314,Chinese restaurant faces fine over illegal worker,2011,"A 20-year-old Chinese man is being deported for working illegally in a Bangor restaurant.

Officials from the UK Border Agency raided the China China restaurant in Crosby Street on Wednesday as part of a campaign against illegal immigrants.

The owners of the restaurant could face a fine of up to Â£10,000 if they are found to have not carried out the necessary checks before hiring the man.

Arrangements are being made to return the man to China.

He had stayed in the UK and continued to work after his visa expired.

Other staff members at the China China restaurant were questioned about their eligibility to work in the UK and the owners were issued with a civil penalty notice for employing an illegal worker.

If they cannot prove they conducted a correct pre-employment check of the man's background - such as asking for a passport of Home Office document - they may be liable for a major fine.

The assistant director of the UK Border Agency in Northern Ireland, Mike Golden, said: ""This is the latest in a series of operations we have carried out to tackle immigration crime in Northern Ireland, and more are planned.

""Illegal working has a serious impact on communities, taking jobs from those who are genuinely allowed to work.

""Businesses which operate outside the law should be warned that they will be found and they will be punished.""

In September, two men, an Argentinian and a New Zealander, were deported after being found working without the correct clearance in the Fontana restaurant in Holywood."
https://www.bbc.co.uk/news/uk-wales-south-west-wales-35072413,Swansea takeaway facing Â£40k fine over illegal workers,2015,"A Swansea restaurant could face a Â£40,000 fine after it was found employing two illegal immigrants.

Acting on intelligence, immigration officers arrested the Chinese men, aged 53 and 41, at The Hot Wok, in St Teilo Street, Pontarddulais on Wednesday.

The first was a failed asylum seeker while the other had stayed beyond his visit visa.

Both men have now been transferred to immigration detention pending their removal from the country.

The Hot Wok was served with a notice warning that a financial penalty of up to Â£20,000 per illegal worker would be imposed unless it can demonstrate appropriate right-to-work document checks were carried out.

Richard Johnston, from Immigration Enforcement in Wales, said: ""These arrests are a clear warning to those abusing our immigration laws.

""There will be no slowdown in our efforts to arrest, detain and remove you from the UK."""
